Incident ID,Company Name,Industry,Attack Type,Date of Incident,Breach Size (No. of Records),Financial Loss (USD),Country,Attack Vector,Mitigation Time (Days)
24447,Randall-Phillips,Manufacturing,Ransomware,2022-10-08,5752262.0,177073.468,Italy,Malware Infection,9.799999999999999
24448,Short Ltd,Manufacturing,Ransomware,2021-12-09,,5907086.120000001,Sweden,Phishing,29.4
24449,Cross Inc,Healthcare,Data Breach,2023-06-11,1518970.0,5446408.24,Sweden,Insider Threat,60.0
24450,Walls Group,Manufacturing,Data Breach,2023-04-06,8512899.0,3770454.142,UK,DDoS Attack,64.39999999999999
24451,Davis-Shea,Telecommunications,Ransomware,2020-03-29,3450706.0,4413066.528,Belgium,Spear Phishing,20.900000000000002
24452,Rodriguez-Mejia,Healthcare,Malware,2023-06-09,,4521015.7,Spain,Phishing,64.5
24453,Russell and Sons,Finance,Ransomware,2022-04-02,3221285.0,302935.22,France,Phishing,60.0
24454,"Jordan, Campbell and Huff",Manufacturing,Ransomware,2022-09-26,148780.0,5331292.187000001,Germany,Phishing,26.599999999999998
24455,Rogers-Kidd,Healthcare,Phishing,2022-05-10,9074754.0,472276.76,Belgium,Compromised Vendor,12.0
24456,Smith-Smith,Manufacturing,Ransomware,2020-06-11,8477416.0,2042676.324,UK,Phishing,70.0
24457,"Fowler, Lane and Reed",Tech,Phishing,2021-09-22,3235895.0,1232455.47,France,Compromised Vendor,53.0
24458,Smith-Rodgers,Manufacturing,Data Breach,2021-11-06,8258595.0,1686190.909,Belgium,Insider Threat,22.4
24459,"Miller, West and Morris",Telecommunications,Phishing,2022-08-09,7984646.0,3885144.408,UK,Compromised Vendor,53.900000000000006
24460,Hobbs LLC,Healthcare,Malware,2023-06-10,7186214.0,6317410.5,UK,Compromised Vendor,60.0
24461,Phillips-Wood,Manufacturing,Supply Chain Attack,2023-09-08,2554364.0,2629330.509,Sweden,DDoS Attack,60.199999999999996
24462,Jones-English,Finance,Ransomware,2021-06-04,,1547711.88,UK,Phishing,52.0
24463,Pham and Sons,Healthcare,Phishing,2023-07-29,346874.0,7679290.0,Netherlands,DDoS Attack,85.5
24464,Mcdonald Group,Telecommunications,Ransomware,2022-10-07,9304696.0,1861491.876,Belgium,Phishing,56.1
24465,Price-Maddox,Healthcare,Data Breach,2020-08-18,,6762581.0,UK,Phishing,40.5
24466,Smith-Crawford,Healthcare,Ransomware,2022-01-13,26628.0,2519862.88,Netherlands,DDoS Attack,78.0
24467,"Taylor, Lopez and Oliver",Manufacturing,Ransomware,2022-11-23,,504575.708,Spain,DDoS Attack,65.8
24468,"Forbes, Stevens and Nelson",Manufacturing,Data Breach,2020-02-04,8208809.0,4361821.841,Belgium,Insider Threat,42.0
24469,"Baker, Woods and Hodges",Telecommunications,Malware,2022-04-25,,4181936.124,Belgium,Phishing,26.400000000000002
24470,Matthews-Greer,Manufacturing,Ransomware,2022-10-20,2767560.0,4757578.8,Belgium,Malware Infection,49.0
24471,Smith PLC,Retail,Malware,2020-07-18,4576270.0,4740141.285,Sweden,Phishing,18.400000000000002
24472,Fowler-Powell,Healthcare,Ransomware,2020-03-01,9984925.0,3395104.64,Netherlands,DDoS Attack,73.5
24473,"Davis, Cardenas and Moran",Telecommunications,Ransomware,2023-12-29,2114746.0,1864259.412,Sweden,Phishing,38.5
24474,Thomas-Nichols,Manufacturing,Data Breach,2021-09-26,6990909.0,5273007.194,Italy,Compromised Vendor,49.0
24475,Delacruz and Sons,Manufacturing,Data Breach,2021-05-24,,2264044.913,France,Phishing,75.6
24476,Anderson-Everett,Tech,Denial of Service,2021-06-29,5126726.0,4803778.96,Belgium,Insider Threat,21.0
24477,Larson LLC,Tech,Ransomware,2023-09-25,2376524.0,2442264.88,Spain,Phishing,16.0
24478,Savage LLC,Healthcare,Data Breach,2023-03-10,,1929473.76,Italy,Phishing,84.0
24479,Myers and Sons,Telecommunications,Phishing,2023-06-06,759695.0,834812.9519999999,UK,DDoS Attack,58.300000000000004
24480,Smith-Stevens,Manufacturing,Data Breach,2022-08-06,8606752.0,2034006.5459999999,UK,Compromised Vendor,84.0
24481,"Moore, Rollins and Johnson",Retail,Ransomware,2021-12-08,376425.0,7425408.18,Netherlands,DDoS Attack,28.0
24482,Evans-Shelton,Healthcare,Supply Chain Attack,2022-02-18,5306875.0,5766606.82,Belgium,Phishing,90.0
24483,"Adams, Warren and Lucas",Healthcare,Denial of Service,2023-11-09,9563858.0,3367940.14,Sweden,Phishing,12.0
24484,Howard LLC,Healthcare,Ransomware,2021-07-24,5673542.0,6894959.32,UK,Phishing,75.0
24485,"Gray, Burgess and Smith",Energy,Supply Chain Attack,2020-10-23,3741556.0,1139049.89,Belgium,Insider Threat,17.0
24486,"Morris, Knight and Martin",Healthcare,Ransomware,2021-02-23,4662606.0,8352700.94,Sweden,Phishing,45.0
24487,Kramer LLC,Manufacturing,Phishing,2020-01-12,268312.0,6471376.522000001,France,Insider Threat,56.0
24488,Rodriguez-Rodgers,Retail,Ransomware,2022-07-10,6144544.0,3666993.8249999997,Belgium,DDoS Attack,29.6
24489,Aguilar PLC,Telecommunications,Ransomware,2023-10-08,9685468.0,1289919.612,Spain,Spear Phishing,56.1
24490,King LLC,Tech,Data Breach,2023-06-13,702654.0,4147697.02,Spain,DDoS Attack,42.0
24491,"Glenn, Clark and Vasquez",Telecommunications,Malware,2020-10-18,6495335.0,4347528.276,Belgium,DDoS Attack,27.500000000000004
24492,Turner-Weaver,Healthcare,Phishing,2022-01-21,7856857.0,884586.76,Spain,Phishing,25.5
24493,Lara Ltd,Healthcare,Data Breach,2023-06-07,,4086205.26,Denmark,Phishing,45.0
24494,Owens-Gordon,Retail,Data Breach,2023-05-27,4113373.0,5111682.945,Netherlands,Compromised Vendor,40.0
24495,Coleman LLC,Tech,Phishing,2020-01-20,6574562.0,1668085.32,Belgium,Compromised Vendor,50.0
24496,"Boyd, Robinson and Howard",Healthcare,Data Breach,2022-10-21,348880.0,536539.26,Netherlands,Insider Threat,64.5
24497,"Dixon, James and Jackson",Manufacturing,Data Breach,2021-02-06,1093122.0,372177.533,Belgium,Phishing,50.4
24498,Smith-Torres,Retail,Ransomware,2021-04-01,3249216.0,3900720.0149999997,Poland,DDoS Attack,23.200000000000003
24499,Taylor-Sharp,Retail,Phishing,2023-12-15,,5927340.6,Italy,DDoS Attack,4.0
24500,"Smith, Pollard and Griffin",Healthcare,Data Breach,2022-12-19,6545969.0,4264472.94,Spain,Insider Threat,75.0
24501,Nelson-Ortiz,Healthcare,Phishing,2020-09-13,9926614.0,8657727.8,Spain,Compromised Vendor,28.5
24502,King-Fischer,Retail,Phishing,2020-12-13,9557718.0,7179009.915000001,Sweden,Phishing,46.400000000000006
24503,Johnson and Sons,Tech,Ransomware,2022-05-21,139383.0,2775571.62,Belgium,Phishing,10.0
24504,Garrett-Smith,Telecommunications,Data Breach,2023-12-01,9496385.0,5792953.5,Sweden,Phishing,16.5
24505,Padilla LLC,Healthcare,Data Breach,2021-01-09,3570366.0,267164.38,Sweden,Spear Phishing,49.5
24506,Lopez-Ochoa,Manufacturing,Supply Chain Attack,2022-08-07,5764004.0,3121558.739,Netherlands,Phishing,56.0
24507,Carter Inc,Healthcare,Data Breach,2020-02-22,,7821326.86,Belgium,Phishing,55.5
24508,"Johnson, Mitchell and Bishop",Retail,Malware,2022-03-11,932860.0,6154093.785,Spain,Compromised Vendor,27.200000000000003
24509,"Bruce, Shannon and Willis",Tech,Ransomware,2021-06-11,5019627.0,2161631.03,Germany,Insider Threat,8.0
24510,Allen PLC,Finance,Ransomware,2021-03-01,6767375.0,4620109.79,Belgium,DDoS Attack,6.0
24511,"Murphy, Mitchell and Webb",Tech,Ransomware,2022-11-16,7173042.0,783308.69,UK,DDoS Attack,37.0
24512,Lopez-Sanders,Manufacturing,Data Breach,2023-12-07,4837845.0,1330260.8280000002,Italy,DDoS Attack,81.19999999999999
24513,"Hernandez, Blackwell and Stewart",Energy,Malware,2020-10-30,2120520.0,593472.16,Sweden,DDoS Attack,24.0
24514,Wilson PLC,Tech,Data Breach,2022-03-03,2937247.0,4726764.9,UK,Phishing,34.0
24515,Garcia Ltd,Retail,Ransomware,2023-08-17,1851447.0,1840020.6149999998,Netherlands,Phishing,41.6
24516,"Fleming, Montgomery and Ross",Healthcare,Ransomware,2020-09-02,,9513774.62,Italy,Insider Threat,87.0
24517,"Thompson, Henry and Espinoza",Healthcare,Data Breach,2020-08-04,4794591.0,8355611.1,Denmark,DDoS Attack,12.0
24518,Roberts Inc,Manufacturing,Ransomware,2023-07-24,6132322.0,4605163.602,Belgium,Phishing,30.799999999999997
24519,"Ramirez, Hamilton and Giles",Healthcare,Phishing,2020-11-27,,5415047.88,Sweden,Phishing,48.0
24520,Mccarthy Inc,Tech,Data Breach,2020-06-01,9817574.0,3049817.99,Netherlands,Compromised Vendor,6.0
24521,Jackson-Wells,Healthcare,Denial of Service,2020-01-09,674755.0,3559252.78,Italy,Spear Phishing,36.0
24522,Levine Group,Retail,Ransomware,2021-11-26,6812977.0,650092.785,Denmark,Insider Threat,12.8
24523,Stone and Sons,Tech,Malware,2021-09-25,,3672663.58,UK,Compromised Vendor,50.0
24524,"Sullivan, Padilla and Robles",Healthcare,Phishing,2022-03-24,327470.0,5247957.16,Belgium,Compromised Vendor,70.5
24525,Ramirez PLC,Manufacturing,Phishing,2023-06-18,6372809.0,1310543.507,Spain,Phishing,9.799999999999999
24526,Collier-Molina,Retail,Ransomware,2021-09-04,9857166.0,1240825.905,UK,Phishing,41.6
24527,Mcguire PLC,Healthcare,Malware,2022-04-23,3899385.0,2639271.6,Belgium,DDoS Attack,21.0
24528,Kramer Inc,Telecommunications,Malware,2022-02-16,,560778.6,UK,Spear Phishing,26.400000000000002
24529,"Reid, Lloyd and Petty",Healthcare,Phishing,2022-07-19,,3394156.44,Belgium,Phishing,48.0
24530,Peters-Anthony,Energy,Data Breach,2020-01-12,3175053.0,2608368.67,Belgium,Phishing,49.0
24531,Nelson-May,Manufacturing,Denial of Service,2022-01-22,3694589.0,643580.2880000001,Netherlands,Compromised Vendor,11.2
24532,Harding-Bean,Tech,Supply Chain Attack,2020-08-01,,3631786.88,Belgium,Compromised Vendor,20.0
24533,Bailey-Thomas,Tech,Ransomware,2022-06-29,8227393.0,163189.69,Spain,Insider Threat,20.0
24534,"Walker, Williams and Velasquez",Telecommunications,Ransomware,2022-07-14,,2123296.128,Italy,Compromised Vendor,41.800000000000004
24535,"Jordan, Garcia and Horn",Manufacturing,Denial of Service,2021-12-07,4683791.0,6382899.016000001,Spain,Phishing,77.0
24536,"Clark, Perez and Hull",Healthcare,Ransomware,2022-04-12,9239377.0,9013405.62,Belgium,Phishing,43.5
24537,Rogers Inc,Manufacturing,Ransomware,2021-09-09,2755376.0,5666235.744,Poland,Malware Infection,25.2
24538,Barnett-Livingston,Tech,Ransomware,2023-02-08,1129454.0,876350.76,Italy,Phishing,31.0
24539,Maynard and Sons,Healthcare,Denial of Service,2022-10-24,3036358.0,6268003.14,Spain,Phishing,45.0
24540,Turner-Davis,Manufacturing,Ransomware,2022-05-04,,6026649.356000001,UK,Compromised Vendor,18.2
24541,"Williams, Gonzalez and Brewer",Tech,Phishing,2020-08-16,2843584.0,2017753.73,France,Phishing,37.0
24542,Green LLC,Healthcare,Ransomware,2020-02-14,8746729.0,4743183.5,Belgium,Insider Threat,45.0
24543,Brown LLC,Tech,Malware,2020-01-06,3284364.0,3451907.27,Italy,Phishing,35.0
24544,"Mueller, Hall and Ward",Manufacturing,Ransomware,2023-06-28,,526657.326,Netherlands,Insider Threat,15.399999999999999
24545,Moon and Sons,Healthcare,Data Breach,2021-12-11,2188614.0,9374771.14,France,DDoS Attack,21.0
24546,Johnson and Sons,Energy,Data Breach,2023-07-02,9344705.0,3245263.79,UK,Compromised Vendor,39.0
24547,Robertson LLC,Retail,Data Breach,2020-03-06,5387172.0,1524394.4249999998,Sweden,Compromised Vendor,33.6
24548,"Heath, Stuart and Fuller",Healthcare,Ransomware,2023-04-18,4045678.0,6698224.92,France,Compromised Vendor,49.5
24549,"Chavez, Payne and Aguilar",Manufacturing,Supply Chain Attack,2020-11-04,,4156177.7270000004,Belgium,Compromised Vendor,47.599999999999994
24550,Cole-Berg,Healthcare,Supply Chain Attack,2023-01-02,8591775.0,5790662.6,Sweden,Phishing,61.5
24551,Hughes Inc,Manufacturing,Ransomware,2022-06-28,6054477.0,3621776.795,UK,Compromised Vendor,15.399999999999999
24552,"Casey, Peterson and Adams",Manufacturing,Supply Chain Attack,2022-01-24,879976.0,3987975.004,Netherlands,Compromised Vendor,62.99999999999999
24553,"Smith, Hall and Cooper",Manufacturing,Supply Chain Attack,2023-07-28,5334794.0,3629789.657,UK,Compromised Vendor,7.0
24554,"Scott, White and Dickerson",Healthcare,Phishing,2023-12-21,1710533.0,6997166.14,Belgium,DDoS Attack,90.0
24555,Richardson Inc,Healthcare,Phishing,2020-11-16,6494849.0,3816318.06,Netherlands,Phishing,43.5
24556,Hudson-Vaughn,Finance,Denial of Service,2023-10-24,1155362.0,1438945.64,Sweden,Phishing,33.0
24557,Cox PLC,Healthcare,Supply Chain Attack,2022-01-17,4541632.0,7933763.4,UK,Compromised Vendor,79.5
24558,"Shaw, Morgan and Nixon",Manufacturing,Ransomware,2022-04-19,3710984.0,4538586.455,Belgium,Compromised Vendor,30.799999999999997
24559,"Beltran, Hernandez and Hall",Finance,Denial of Service,2020-10-08,9092369.0,1640444.54,Sweden,Compromised Vendor,40.0
24560,Durham LLC,Healthcare,Malware,2020-07-16,6959772.0,1549659.0,Sweden,Compromised Vendor,12.0
24561,Williams-Arroyo,Healthcare,Ransomware,2023-10-15,7456993.0,3699955.34,UK,DDoS Attack,61.5
24562,"Christensen, Williams and Davila",Healthcare,Supply Chain Attack,2020-02-12,8182431.0,9836668.04,Netherlands,Insider Threat,33.0
24563,Gibson and Sons,Tech,Phishing,2023-08-27,,3246820.57,Spain,Phishing,50.0
24564,"Perez, Hill and Lang",Healthcare,Data Breach,2022-08-11,9670517.0,1364603.74,Spain,Phishing,82.5
24565,Miller Ltd,Healthcare,Ransomware,2023-12-25,6385813.0,6810742.32,France,Phishing,57.0
24566,Hanson Ltd,Tech,Data Breach,2022-01-22,3341173.0,3712269.23,Belgium,Phishing,46.0
24567,Mack PLC,Manufacturing,Data Breach,2020-04-12,3587892.0,2792443.7320000003,UK,Compromised Vendor,43.4
24568,Stone PLC,Telecommunications,Malware,2021-10-13,8210178.0,362842.068,UK,Insider Threat,20.900000000000002
24569,Shaw-Holmes,Retail,Data Breach,2021-07-05,6109974.0,6190476.300000001,Spain,Insider Threat,14.4
24570,"Estrada, Williams and Frost",Manufacturing,Malware,2021-03-03,3855939.0,6107177.947000001,UK,Phishing,46.199999999999996
24571,Robinson-Miller,Manufacturing,Phishing,2021-03-24,1358242.0,4176915.639,Italy,Phishing,43.4
24572,Smith Group,Telecommunications,Supply Chain Attack,2021-01-22,3613892.0,5510379.816,Spain,Compromised Vendor,35.2
24573,Ramirez-Murphy,Retail,Ransomware,2023-10-07,3986363.0,1096404.705,Netherlands,Compromised Vendor,16.8
24574,Bradshaw PLC,Manufacturing,Denial of Service,2022-08-18,,310291.813,Belgium,DDoS Attack,65.8
24575,Garcia Inc,Retail,Ransomware,2023-07-29,7334530.0,3445086.5250000004,UK,Insider Threat,20.0
24576,"Weeks, Martin and Donovan",Tech,Ransomware,2022-02-26,9708570.0,2527782.08,Sweden,DDoS Attack,11.0
24577,"Roman, Nguyen and Gonzalez",Healthcare,Phishing,2022-04-26,7862371.0,5342200.94,Italy,DDoS Attack,88.5
24578,Jackson PLC,Healthcare,Phishing,2020-07-25,2990237.0,3718986.12,UK,Compromised Vendor,19.5
24579,"Powers, Williams and Schneider",Healthcare,Malware,2021-03-10,1899673.0,6185807.86,Netherlands,Phishing,61.5
24580,"Callahan, Hughes and Lopez",Tech,Data Breach,2023-11-04,7923432.0,2904103.97,UK,DDoS Attack,28.0
24581,Morales Ltd,Healthcare,Malware,2022-11-28,1465257.0,9395982.32,UK,Compromised Vendor,64.5
24582,Waters-Fuller,Retail,Phishing,2023-02-22,3761995.0,2542632.69,Spain,Phishing,8.8
24583,"Guzman, White and Elliott",Tech,Data Breach,2020-09-10,5355928.0,4355493.3,Italy,DDoS Attack,40.0
24584,Goodman-Grimes,Telecommunications,Phishing,2022-12-17,9453349.0,1086173.532,Belgium,Phishing,34.1
24585,"Watson, Ford and Evans",Healthcare,Malware,2021-09-14,1785423.0,5839287.32,Belgium,Phishing,15.0
24586,Ross PLC,Manufacturing,Ransomware,2022-05-14,8995200.0,2219745.203,UK,DDoS Attack,22.4
24587,Robinson-Schwartz,Retail,Denial of Service,2022-07-11,9905663.0,3634695.555,UK,Compromised Vendor,45.6
24588,Hernandez-Love,Manufacturing,Ransomware,2023-05-19,2812971.0,4557772.323,Belgium,Phishing,15.399999999999999
24589,Coleman Group,Tech,Ransomware,2023-04-10,3008543.0,2906564.77,Sweden,Phishing,20.0
24590,Taylor-Olsen,Healthcare,Phishing,2022-05-18,1424865.0,6614474.54,Sweden,Insider Threat,48.0
24591,"Zavala, Hines and Taylor",Healthcare,Data Breach,2023-09-24,,2487296.84,Italy,Malware Infection,81.0
24592,Mora-Simpson,Retail,Data Breach,2020-10-28,3852307.0,4619110.515,UK,Compromised Vendor,27.200000000000003
24593,Hale-Dyer,Healthcare,Data Breach,2020-08-11,931834.0,6703295.5,Belgium,Compromised Vendor,66.0
24594,"Pitts, Shaw and Elliott",Tech,Ransomware,2020-03-04,818531.0,311986.07,Poland,Phishing,10.0
24595,"Drake, Ruiz and Bell",Manufacturing,Data Breach,2020-01-03,992400.0,6375577.39,Sweden,Compromised Vendor,81.19999999999999
24596,"Costa, Mccoy and Young",Healthcare,Ransomware,2020-04-26,8773656.0,4127058.8,Sweden,Phishing,84.0
24597,Erickson Ltd,Healthcare,Data Breach,2023-12-21,2984596.0,2631759.66,Netherlands,Compromised Vendor,66.0
24598,Horn-Hamilton,Healthcare,Denial of Service,2020-11-22,6206924.0,8754521.48,Belgium,Phishing,52.5
24599,"Kane, Torres and Little",Retail,Supply Chain Attack,2020-01-19,2478147.0,5864190.42,Netherlands,Phishing,37.6
24600,"Holloway, Davis and Ferguson",Finance,Data Breach,2022-02-08,9552906.0,1132840.04,Netherlands,DDoS Attack,45.0
24601,Carpenter LLC,Retail,Supply Chain Attack,2023-01-27,5508334.0,5971719.555,Netherlands,Phishing,30.400000000000002
24602,"Burns, Cardenas and Bray",Healthcare,Ransomware,2022-10-24,8794837.0,5314445.84,Belgium,DDoS Attack,33.0
24603,Martinez PLC,Healthcare,Ransomware,2023-06-30,4547245.0,5513540.96,Spain,Phishing,79.5
24604,"Lee, Richards and Blake",Healthcare,Phishing,2020-09-10,953785.0,8538532.4,Belgium,Compromised Vendor,82.5
24605,Cooley-Washington,Retail,Data Breach,2022-07-31,,2371881.795,Spain,Compromised Vendor,5.6000000000000005
24606,Taylor Inc,Tech,Data Breach,2023-04-24,2043589.0,4042240.16,Belgium,Compromised Vendor,31.0
24607,Heath-Russell,Tech,Phishing,2021-02-25,9198135.0,2886357.67,Spain,Insider Threat,31.0
24608,"Medina, Davidson and Padilla",Retail,Ransomware,2022-06-05,,5756863.845,Spain,Phishing,6.4
24609,Williams PLC,Retail,Supply Chain Attack,2022-09-27,2155561.0,5785263.9,Germany,Phishing,20.0
24610,"Brown, Strickland and Anderson",Tech,Data Breach,2023-06-05,9454098.0,1433201.99,Spain,Phishing,13.0
24611,"Ramsey, Rice and Anderson",Retail,Malware,2020-10-05,,6643000.92,UK,Phishing,28.0
24612,Schroeder Ltd,Telecommunications,Supply Chain Attack,2020-07-07,580282.0,1135841.076,Italy,Phishing,19.8
24613,"Jordan, Solis and Sanchez",Retail,Supply Chain Attack,2020-03-25,8412611.0,7281509.82,Spain,Compromised Vendor,32.800000000000004
24614,Richards Inc,Telecommunications,Data Breach,2023-10-15,5432268.0,236459.304,Spain,DDoS Attack,60.50000000000001
24615,Williams-Jensen,Retail,Ransomware,2020-11-19,7639946.0,5912844.255,Italy,Phishing,8.0
24616,Conley-Hayes,Manufacturing,Phishing,2021-10-21,9868534.0,4332465.28,Sweden,Phishing,54.599999999999994
24617,"Myers, Norris and Smith",Healthcare,Malware,2022-08-21,9394821.0,8510507.98,UK,DDoS Attack,42.0
24618,"James, Davis and Horn",Manufacturing,Data Breach,2022-07-20,2575170.0,3365178.9600000004,Netherlands,DDoS Attack,65.8
24619,"Peterson, Carlson and Rose",Tech,Ransomware,2022-02-26,4611813.0,278049.32,Spain,Phishing,49.0
24620,Miller Group,Finance,Ransomware,2023-02-12,,2067480.62,Italy,Insider Threat,40.0
24621,Bowman-Park,Retail,Data Breach,2022-09-18,7226680.0,5099698.89,Sweden,DDoS Attack,35.2
24622,"Booker, Smith and Armstrong",Healthcare,Ransomware,2022-02-09,,9210040.0,Spain,Phishing,13.5
24623,Boone PLC,Tech,Phishing,2020-03-10,7232026.0,2289191.02,Sweden,Phishing,41.0
24624,Sherman-Shelton,Manufacturing,Ransomware,2020-07-30,5811752.0,6044663.69,Italy,Phishing,18.2
24625,Riley-Sandoval,Healthcare,Malware,2023-08-10,5723975.0,3530300.52,Italy,Compromised Vendor,24.0
24626,"Kelly, Gonzalez and Heath",Healthcare,Data Breach,2023-03-24,6240399.0,7293261.8,Spain,Phishing,28.5
24627,Jones-Fields,Manufacturing,Ransomware,2023-08-10,3982496.0,2077486.671,Italy,Compromised Vendor,72.8
24628,"Miller, Estes and Meyers",Manufacturing,Data Breach,2021-04-08,2562388.0,911762.956,Italy,Phishing,39.199999999999996
24629,Davis-Carson,Tech,Ransomware,2021-11-19,,2917206.34,Spain,Compromised Vendor,51.0
24630,Hester Ltd,Tech,Phishing,2021-05-31,1831143.0,4683211.82,UK,Phishing,52.0
24631,"White, Boone and Marquez",Retail,Data Breach,2020-07-19,,2006082.27,Belgium,Phishing,9.600000000000001
24632,"May, Price and Lee",Tech,Supply Chain Attack,2022-06-08,9538121.0,943002.99,UK,Phishing,27.0
24633,Hale and Sons,Healthcare,Ransomware,2021-08-22,8885919.0,5397829.04,Sweden,Compromised Vendor,75.0
24634,Reeves LLC,Telecommunications,Supply Chain Attack,2021-04-27,,2433438.2879999997,Netherlands,DDoS Attack,58.300000000000004
24635,Jones Ltd,Manufacturing,Ransomware,2021-09-11,7633060.0,2786572.997,Spain,Phishing,18.2
24636,"Morrison, Taylor and Meadows",Healthcare,Ransomware,2022-02-06,2944544.0,9561078.62,UK,DDoS Attack,22.5
24637,Smith-Fisher,Retail,Ransomware,2020-10-28,7912004.0,7301264.49,Sweden,DDoS Attack,20.0
24638,"Huang, Garcia and Jones",Retail,Malware,2020-03-08,690828.0,2789725.425,Italy,DDoS Attack,36.0
